,統一編號,公司名稱,負責人,登記地址,資本額,營業項目及代碼表,縣市名稱,區域名稱,縣市區域,類別_全,官網,電話
798917,60456003,優和建設有限公司,聶學智,臺中市西屯區潮洋里市政北二路236號21樓之1,5000000,"不動產買賣業,不動產租賃業,國際貿易業,服飾品批發業,管理顧問業,住宅及大樓開發租售業,工業廠房開發租售業,仲介服務業,其他批發業,租賃業,無店面零售業,互動式情境體驗服務業,育樂用品零售業,藝文服務業,其他休閒服務業,兒童遊戲場業,運動訓練業",臺中市,西屯區,台中市西屯區,"不動產買賣業,不動產租賃業,國際貿易業,服飾品批發業,管理顧問業,住宅及大樓開發租售業,工業廠房開發租售業,仲介服務業,其他批發業,租賃業,無店面零售業,互動式情境體驗服務業,育樂用品零售業,藝文服務業,其他休閒服務業,兒童遊戲場業,運動訓練業",,
592171,92726281,森森早餐食材商行,林昇樺,新北市樹林區保安街一段16巷21號(1樓),100000.0,"飲料零售業,無店面零售業",新北市,樹林區,新北市樹林區,"飲料零售業,無店面零售業",,
591291,82686774,中信便利商店,李進生,高雄市前鎮區國光路158號,10000.0,"飲料零售業,菸酒零售業,日常用品零售業,其他綜合零售業",高雄市,前鎮,高雄市前鎮,"飲料零售業,菸酒零售業,日常用品零售業,其他綜合零售業",,
1324262,27209853,敦德利有限公司,郭O延,高雄市苓雅區尚義街55號1樓,6000000,"五金批發業, 五金零售業, 國際貿易業, 機械批發業",高雄市,苓雅區,高雄市苓雅區,"五金批發業, 五金零售業, 國際貿易業, 機械批發業",,
522805,90732913,旭鼎食品有限公司,吳翊菖,屏東縣東港鎮朝安里新生三路131號一樓,2000000,"漁業服務業,脫水及醃漬食品製造業,未分類其他食品製造業,家畜家禽批發業,水產品批發業,蔬果批發業,水產品批發業,食品什貨批發業,農產品零售業,畜產品零售業,水產品零售業,其他農畜水產品零售業,飼料零售業,飲料零售業,無店面零售業,其他綜合零售業,國際貿易業,飲料店業,餐館業,其他餐飲業,其他運輸輔助業,倉儲業,食品顧問業,一般廣告服務業,產品設計業,人力派遣業,仲介服務業",屏東縣,東港鎮,屏東縣東港鎮,"漁業服務業,脫水及醃漬食品製造業,未分類其他食品製造業,家畜家禽批發業,水產品批發業,蔬果批發業,水產品批發業,食品什貨批發業,農產品零售業,畜產品零售業,水產品零售業,其他農畜水產品零售業,飼料零售業,飲料零售業,無店面零售業,其他綜合零售業,國際貿易業,飲料店業,餐館業,其他餐飲業,其他運輸輔助業,倉儲業,食品顧問業,一般廣告服務業,產品設計業,人力派遣業,仲介服務業",,
1367143,34623809,呂記茶行,,新北市中和區連城路３１４號１Ｆ,,"菸酒批發業, 食品什貨、飲料零售業",新北市,中和區,新北市中和區,"菸酒批發業, 食品什貨、飲料零售業",,
703204,83029989,狄墨有限公司,林軍皓,臺北市大安區忠孝東路4段221號10樓,900000,"['飲料批發業', '茶葉批發業', '食品什貨批發業', '酒精批發業', '服飾品批發業', '裝設品批發業', '五金批發業', '日常用品批發業', '陶瓷玻璃器皿批發業', '寵物食品及其用品批發業', '育樂用品批發業', '化粧品批發業', '首飾及貴金屬批發業', '其他批發業', '農產品零售業', '畜產品零售業', '飼料零售業', '飲料零售業', '酒精零售業', '服飾品零售業', '裝設品零售業', '五金零售業', '日常用品零售業', '寵物食品及其用品零售業', '清潔用品零售業', '化粧品零售業', '育樂用品零售業', '首飾及貴金屬零售業', '其他零售業', '無店面零售業']",臺北市,大安區,台北市大安區,"['飲料批發業', '茶葉批發業', '食品什貨批發業', '酒精批發業', '服飾品批發業', '裝設品批發業', '五金批發業', '日常用品批發業', '陶瓷玻璃器皿批發業', '寵物食品及其用品批發業', '育樂用品批發業', '化粧品批發業', '首飾及貴金屬批發業', '其他批發業', '農產品零售業', '畜產品零售業', '飼料零售業', '飲料零售業', '酒精零售業', '服飾品零售業', '裝設品零售業', '五金零售業', '日常用品零售業', '寵物食品及其用品零售業', '清潔用品零售業', '化粧品零售業', '育樂用品零售業', '首飾及貴金屬零售業', '其他零售業', '無店面零售業']",,
1037204,14359507,福翔機車行,顏巧俐,臺南市仁德區仁德里中正路2段1179號,,其他綜合零售,臺南市,仁德區,臺南市仁德區,其他綜合零售,,
657926,89382425,和嵩金屬建材有限公司,丁O介,臺中市西屯區國安一路51之8號13樓之3,50000000,"['玻璃及玻璃製品製造業', '鋼材二次加工業', '金屬結構及建築組件製造業', '帷幕牆工程專業營造業', '電焊工程業', '室內裝潢業', '門窗安裝工程業', '室內輕鋼架工程業', '玻璃安裝工程業', '油漆工程業', '防銹工程業', '起重工程業', '其他工程業', '五金批發業', '建材批發業', '耐火材料批發業', '五金零售業', '建材零售業', '耐火材料零售業', '國際貿易業', '管理顧問業', '室內設計業', '租賃業', '仲介服務業', '首飾及貴金屬批發業', '礦石批發業', '首飾及貴金屬零售業', '礦石零售業']",臺中市,西屯區,台中市西屯區,"['玻璃及玻璃製品製造業', '鋼材二次加工業', '金屬結構及建築組件製造業', '帷幕牆工程專業營造業', '電焊工程業', '室內裝潢業', '門窗安裝工程業', '室內輕鋼架工程業', '玻璃安裝工程業', '油漆工程業', '防銹工程業', '起重工程業', '其他工程業', '五金批發業', '建材批發業', '耐火材料批發業', '五金零售業', '建材零售業', '耐火材料零售業', '國際貿易業', '管理顧問業', '室內設計業', '租賃業', '仲介服務業', '首飾及貴金屬批發業', '礦石批發業', '首飾及貴金屬零售業', '礦石零售業']",,
650451,42985178,聯蘊有限公司,机明慶,高雄市內門區3平里橫山12號,2000000.0,['回收物料批發業'],高雄市,內門區,高雄市內門區,['回收物料批發業'],,
789174,86553923,澤佑工程顧問有限公司,溫東龍,台中市豐原區北陽里向陽路349巷46號2樓,3000000.0,,台中市,豐原區,台中市豐原區,景觀建築服務,,
509964,54546773,琦崴企業有限公司,蔡O釗,桃園市新屋區民有三路666巷15弄1號1樓,100000,"資源回收業,回收物料批發業,五金批發業,廢棄物清除業,廢棄物處理業,廢棄物清理業,其他環境衛生及污染防治服務業,人力派遣業,國際貿易業",桃園市,新屋區,桃園市新屋區,"資源回收業,回收物料批發業,五金批發業,廢棄物清除業,廢棄物處理業,廢棄物清理業,其他環境衛生及污染防治服務業,人力派遣業,國際貿易業",,
446035,12820881,暢談國際行銷股份有限公司,陳俠瑀,臺北市大安區忠孝東路4段221號10樓,5000000,"['食品什貨批發業', '服飾品批發業', '裝設品批發業', '五金批發業', '日常用品批發業', '清潔用品批發業', '化粧品批發業', '育樂用品批發業', '電器批發業', '電腦及事務性機器設備批發業', '農產品零售業', '畜產品零售業', '水產品零售業', '花卉零售業', '飲料零售業', '服飾品零售業', '裝設品零售業', '五金零售業', '日常用品零售業', '清潔用品零售業', '化粧品零售業', '育樂用品零售業', '電器零售業', '電腦及事務性機器設備零售業', '無店面零售業', '國際貿易業', '管理顧問業', '一般廣告服務業', '理貨包裝業', '人力派遣業', '網路認證服務業', '其他工商服務業', '建築物清潔服務業']",臺北市,大安區,台北市大安區,"['食品什貨批發業', '服飾品批發業', '裝設品批發業', '五金批發業', '日常用品批發業', '清潔用品批發業', '化粧品批發業', '育樂用品批發業', '電器批發業', '電腦及事務性機器設備批發業', '農產品零售業', '畜產品零售業', '水產品零售業', '花卉零售業', '飲料零售業', '服飾品零售業', '裝設品零售業', '五金零售業', '日常用品零售業', '清潔用品零售業', '化粧品零售業', '育樂用品零售業', '電器零售業', '電腦及事務性機器設備零售業', '無店面零售業', '國際貿易業', '管理顧問業', '一般廣告服務業', '理貨包裝業', '人力派遣業', '網路認證服務業', '其他工商服務業', '建築物清潔服務業']","https://0229330305.web66.com.tw
",02-29330305
593734,64828765,振興農產行,廖杕汨,雲林縣西螺鎮振興里振興38號1樓,200000.0,蔬果批發業,雲林縣,西螺鎮,雲林縣西螺鎮,蔬果批發業,,
711552,70725442,永鴻億企業有限公司,周O惠,嘉義縣水上鄉寬士村24鄰崎子頭1-218號,2000000,[],嘉義縣,水上鄉,嘉義縣水上鄉,[],,
37511,15761891,兩個女人服飾店,潘建昌,新北市樹林區保安街一段20巷30號,10000.0,成衣零售業,新北市,樹林區,新北市樹林區,成衣零售業,,
1121986,19937128,上翔輪胎行,鄭樵禧,彰化縣田中鎮北路里員集路２段７１５號１樓,300000.0,"車胎零售業,機車零件配備零售業",彰化縣,田中鎮,彰化縣田中鎮,"車胎零售業,機車零件配備零售業",,
812616,85469976,艾綺企業社,宋英綺,高雄市橋頭區里林東路興樹巷43號,3000.0,"美容美髮服務業,服飾品零售業,寵物食品及其用品零售業,化粧品零售業,寵物美容服務業,無店面零售業",高雄市,橋頭區,高雄市橋頭區,"美容美髮服務業,服飾品零售業,寵物食品及其用品零售業,化粧品零售業,寵物美容服務業,無店面零售業",,
1153678,83261634,美澤生活事業有限公司,劉O貞,臺北市大安區信義路4段151號16樓,1500000,"化粧品零售業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業, 食品什貨批發業",臺北市,大安區,臺北市大安區,"化粧品零售業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業, 食品什貨批發業",,
1374898,37552671,筠品餐飲店,,臺南市南區建南里中華南路2段111號1樓,,"餐廳餐館, 餐館業",臺南市,南區,臺南市南區,"餐廳餐館, 餐館業",,
191640,25432011,極品仙草店,,臺中市豐原區頂街里中正路94號1樓,,飲料店業,臺中市,豐原區,臺中市豐原區,飲料店業,,
1196788,91690757,早安小狗工作室,沈姝君,新北市板橋區三民路1段1巷27號4樓,,"其他綜合零售, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品零售業, 無店面零售業",新北市,板橋區,新北市板橋區,"其他綜合零售, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品零售業, 無店面零售業",,
106066,06593629,聞祺企業有限公司,王O滿,臺南市永康區王行里永科環路88號,55000000,"['其他紡織及製品製造業', '工業用塑膠製品製造業', '耐火材料製造業', '鋼鐵鑄造業', '配電機械製造業', '電器及視聽電子產品製造業', '照明設備製造業', '有線通信機械器材製造業', '電子零組件製造業', '汽車及其零件製造業', '體育用品製造業', '袋製造業', '家具及裝設品製造業', '瓦斯器材及其零件製造業', '清潔用品批發業', '建材批發業', '石油製品批發業', '電器批發業', '電信器材批發業', '機車零件配備批發業', '電子材料批發業', '清潔用品零售業', '建材零售業', '石油製品零售業', '機車零件配備零售業', '無店面零售業', '國際貿易業', '裝設品批發業', '五金批發業', '日常用品批發業']",臺南市,永康區,台南市永康區,"['其他紡織及製品製造業', '工業用塑膠製品製造業', '耐火材料製造業', '鋼鐵鑄造業', '配電機械製造業', '電器及視聽電子產品製造業', '照明設備製造業', '有線通信機械器材製造業', '電子零組件製造業', '汽車及其零件製造業', '體育用品製造業', '袋製造業', '家具及裝設品製造業', '瓦斯器材及其零件製造業', '清潔用品批發業', '建材批發業', '石油製品批發業', '電器批發業', '電信器材批發業', '機車零件配備批發業', '電子材料批發業', '清潔用品零售業', '建材零售業', '石油製品零售業', '機車零件配備零售業', '無店面零售業', '國際貿易業', '裝設品批發業', '五金批發業', '日常用品批發業']",,
440060,26985026,威霆起重行,沈昭欣,臺中市南屯區中和里黎明路一段173巷26號1樓,200000.0,"['起重工程業', '回收物料批發業', '其他工程業', '建築物清潔服務業', '租賃業', '人力派遣業', '機械安裝業', '機械批發業', '其他交通運輸工具及其零件批發業', '建材批發業', '建材零售業']",臺中市,南屯區,台中市南屯區,"['起重工程業', '回收物料批發業', '其他工程業', '建築物清潔服務業', '租賃業', '人力派遣業', '機械安裝業', '機械批發業', '其他交通運輸工具及其零件批發業', '建材批發業', '建材零售業']",,
